41,40
46,48
43,45
41,40
41,40
37,39
43,45
44,46
44,46
46,48
37,39
44,46
44,46
44,46
37,39
44,46
37,39
44,46
41,40
37,39
44,46
44,46
44,46
44,46
41,40
37,39
41,40
47,49
37,39
44,46
37,39
44,46
44,46
47,49
47,49
37,39
47,49
37,39
47,49
48,50
37,39
47,49
47,49
47,40
37,39
48,50
37,39
47,49
49,40
47,49
47,49
49,40
37,39
49,40
49,40
49,40
50,51
49,40
37,39
47,49
47,49
49,40
37,39
47,49
49,40
49,40
47,49
51,52
49,40
52,53
52,53
53,54
47,49
47,49
47,49
49,40
54,55
54,55
54,55
55,56
47,49
55,56
47,49
55,56
56,57
47,49
47,49
56,57
47,49
57,58
47,49
47,49
58,59
58,59
47,49
47,49
57,58
47,49
47,49
58,59
58,59
47,49
47,49
58,59
47,49
58,59
58,59
58,59
58,59
47,49
59,60
47,49
47,49
59,60
59,60
58,59
59,60
58,59
58,59
47,49
58,59
59,60
58,59
58,59
58,59
58,59
47,49
47,49
58,59
47,49
60,61
61,62
47,49
58,59
62,63
62,63
62,63
47,49
62,63
58,49
58,49
58,49
62,63
58,49
63,64
58,49
63,64
63,64
63,64
63,64
58,49
62,63
63,64
58,49
58,49
58,49
58,49
58,49
58,49
64,65
65,66
58,49
66,67
66,67
66,67
66,67
58,49
64,65
58,49
58,49
58,49
66,67
64,65
66,67
66,67
66,67
66,67
67,68
67,68
68,69
67,68
67,68
69,70
66,67
70,71
69,70
67,68
69,70
67,68
67,68
66,67
70,71
69,70
67,68
67,68
66,67
70,71
69,70
70,71
69,70
67,68
69,70
67,68
69,70
69,70
70,71
69,70
67,68
71,72
69,70
69,70
67,68
72,73
72,73
69,70
72,73
72,73
72,73
72,73
72,73
72,73
69,70
72,73
67,68
69,70
69,70
73,74
72,73
67,68
67,68
74,75
67,68
72,73
72,73
72,73
72,73
72,73
67,68
67,68
72,73
72,73
72,73
72,73
72,73
75,76
75,76
76,77
75,76
75,76
75,76
75,76
76,78
75,76
77,79
75,76
75,76
75,76
75,76
75,76
78,80
75,76
78,80
78,80
75,76
79,81
75,76
75,76
80,82
75,76
75,76
75,76
75,76
75,76
75,76
75,76
81,83
75,76
75,76
81,83
75,76
75,76
82,84
82,84
82,84
75,76
75,76
75,76
75,76
81,83
75,76
82,84
75,76
82,84
75,76
82,84
75,76
75,76
82,84
82,84
82,84
82,84
82,84
75,76
75,76
75,76
75,76
75,76
75,76
