id	type	from	to	text	ref	origin	time
01ac16f4f980e1f20f003303385bd2b6	text	nisha	pyaretoons-chat	joking		web://59.161.65.98	1375113165183
01cf7c26477ed1e46e74cf36a8f8afe0	text	Abhinav	pyaretoons-chat	yup		web://117.192.36.101	1375009169379
01da14a0c4b7b2e45d485490dc7bd512	text	sb8949	pyaretoons-chat	sala yehi to lafra hai		web://182.19.5.3	1374216506890
01e15824c9c3d2020b6ce29ca3a604ce	text	abgret	pyaretoons-chat	>>>>>>>>>>		web://202.94.66.27	1375013503326
01f325e4c6871ea715fc59a62d9b571d	text	sb8046	pyaretoons-chat	YAA		web://122.168.203.91	1374070314709
0208d73c1bb563e284300bf37d2ad449	text	sb2274	pyaretoons-chat	ye duniya hi kamini hai 		web://115.248.154.196	1374058472296
0210dce0e7d425fab61d979dd798daef	text	sb2848	pyaretoons-chat	ladka pagal ho gaya hai		web://106.76.134.14	1374083684242
024fbcfc7e82523a3498500f6ab65c7f	text	sb9530	pyaretoons-chat	arre		web://122.172.16.67	1374054308418
026cc8cc846d8ca757661e9b5ab4925a	text	Nilabh vijay,Delhi	pyaretoons-chat	hi rid		web://203.90.70.251	1374228488149
02849377ba63f8f3417179601eff66e2	text	sb3973	pyaretoons-chat	699999999		web://121.245.162.157	1374255477484
02bc03dce58b06ff8662e25bb89c263c	text	sb1552	pyaretoons-chat	mera naam bhi sunny hai..lol		web://108.206.138.83	1374820304786
02dcc991a95f8f70fcf97a6af8464a25	text	sb6399	pyaretoons-chat	Nisha gali kyu de rahi ho:-)		web://180.215.132.65	1374516730663
02df102b29677f47670cc384780387b2	text	sb8872	pyaretoons-chat	kya hai		web://210.89.53.20	1374402109830
02f104acf1fe82375ec0656ba7fbe467	text	sb8499	pyaretoons-chat	is there any ane.......................		web://101.215.184.7	1375037089992
02f12d90fd6ff254c1ea11e00fdca08c	text	sb9127	pyaretoons-chat	 kya hall hai apka		web://182.19.5.3	1374049215821
0313713b20a87b46b785e95402488b83	text	sb7448	pyaretoons-chat	how r u		web://124.253.101.42	1374156395131
034523358801c46038ebaa65b046d115	text	sb9843	pyaretoons-chat	i had not readen comic from last 2 or 3 years thats y i asked thanks any how		web://124.253.251.17	1375034850875
034c89da640f8bb85a1539a92b2edf73	text	sb1897	pyaretoons-chat	hEH		web://115.185.231.223	1374150821130
034f31c18781a2816bfc50a2f5f6da1e	text	partap	pyaretoons-chat	to thk hai aaj uski gand ka tabla bajaenge		web://182.19.5.3	1374752291314
035e4a4597ccafd99320957c0b117620	text	( karan )	pyaretoons-chat	hello abhinav		web://182.19.5.3	1374054281074
03633a06609782e7195cfde95f86a725	text	sb1798	pyaretoons-chat	any oen here		web://123.236.34.46	1374485300346
036f530017d03e71af19dd7c5bdde32b	text	sb2933	pyaretoons-chat	hiiiiiiiiiii		web://117.205.112.44	1374125581938
0370c3fce2ac3d84c25cde519d52a98b	text	sam	pyaretoons-chat	to ye bataoe kis pic ma amitab na kaha rista ma hum tumhare baap ha name shansha		web://103.14.124.59	1374080787953
037e7f810246880935f3fa1432b62f69	text	sb3903	pyaretoons-chat	u r shyfull		web://106.76.134.14	1374083321229
0381431eac68426826863ae6ab2b89af	text	TERI MAA KI CHUT	pyaretoons-chat	YAAR		web://122.163.207.201	1374060986115
03894be6e4f97d448a2aab581274ff0c	text	sb2060	pyaretoons-chat	chup ho ja, teri maa randi thi kya naagpasha ki?		web://180.149.49.229	1374095674599
03bd919f771298fc6be9b9afe65b3858	text	sb7664	pyaretoons-chat	kyo bhai		web://117.211.54.162	1374051821308
03e03a02e5a3aaf23284325bfa28e3cd	text	sb7197	pyaretoons-chat	are kuch to bolo		web://122.176.226.177	1374146648027
03eda0ef8dcfbe4322bb43a23962bb33	text	sb6794	pyaretoons-chat	YAA		web://122.168.203.91	1374072349109
03f4407bd62abf94fb6e5872efec7b27	text	sb6041	pyaretoons-chat	ha kab hona 		web://49.200.93.113	1375273285193
03f48de5e2090322e2b2d7563b6e8550	text	sb1552	pyaretoons-chat	hahhaha		web://108.206.138.83	1374820522816
03fd30afda39178f55a714db9f8394aa	text	nisha	pyaretoons-chat	so much m need always		web://59.161.65.98	1375112373996
04016df91a316d2c04a701bb369d96cd	text	sb5642	pyaretoons-chat	dracula series(manoj) ki last comic konsi hai?		web://121.245.155.219	1374394205218
040e7d930f3af07a44392614ccc8bbe6	text	devesh 	pyaretoons-chat	wv		web://59.89.28.116	1375194995397
0442be4331fbe4f2d0516ac46da732c3	text	sb4833	pyaretoons-chat	howz everybody		web://122.161.83.52	1374931119336
04653b8f45af76b1b317bd868404571b	text	sb3561	pyaretoons-chat	thanks for that		web://121.247.55.237	1374922264519
046ed389316cf7db99bbe7b44344484f	text	sb5289	pyaretoons-chat	kon ravi gadas		web://49.249.136.128	1374054352922
047651a4926af8196076fa2af501ffe0	text	sb2499	pyaretoons-chat	Kiss k..?? :p		web://117.205.117.223	1374997782994
047b26ef42bf9739a1d2ede3ef7a170c	text	sb3903	pyaretoons-chat	toh baat kar		web://106.76.134.14	1374083398753
04953caa244121f3ec7ebb4a66ff1b2c	text	sb8603	pyaretoons-chat	ki ho pyaar..		web://115.248.154.196	1374058925721
04a199ed62be8158a633191b02d3b793	text	sb9856 hello?	pyaretoons-chat	hiii		web://122.162.148.26	1374901685974
04a9e3468dfc3f217f5293cf234fde2f	text	sb1700	pyaretoons-chat	:-)		web://103.6.187.172	1374996432199
04bbff8c26c584fd7b6806c1e69ff0f3	text	sb5468	pyaretoons-chat	or in job		web://182.73.49.194	1375112696136
0508d89ffab2256c846accec98804e40	text	sb2876	pyaretoons-chat	how r u all		web://59.161.28.236	1374342304892
052d8d8d6aa379a1354cacb0a55f163a	text	sb1897	pyaretoons-chat	hi		web://115.185.231.223	1374150760030
0547d1ce7f4311f2120ea4d719f02864	text	sb438	pyaretoons-chat	whats ur name		web://123.236.34.46	1374481268261
0550fae3e04829b4cfec34f8714b824b	text	sb4965	pyaretoons-chat	dene ka kaam 		web://49.202.239.95	1374997814045
05549776da1fa5f518ca2497bbf3f2ff	text	sb4763	pyaretoons-chat	nnnnbb		web://122.168.31.136	1374300078902
055ad4b01aab8ed7d91599fec3848b9a	text	sb4512	pyaretoons-chat	hu hahahahahahahaha		web://164.100.6.54	1374055494500
057088bd075b98dd64670d285db902ae	text	sb696	pyaretoons-chat	r u  from ?/		web://122.177.9.119	1374307535467
05750c2fbedaadd4caead401cd838232	text	satnaam	pyaretoons-chat	teri behan de kutheya ch lun		web://182.19.5.3	1374058998449
0579c6a5286562f7baacb99621ca5e3b	text	sb4066	pyaretoons-chat	?		web://182.68.64.163	1374145280261
057cc61e003c1332b8d214456ead1f2d	text	sb4510	pyaretoons-chat	about katha		web://108.162.222.118	1375265629969
0588b193138f7900fc06bdc01a599a5a	text	sb6980	pyaretoons-chat	comics padne gye :P		web://115.251.60.182	1374820502065
05a228d11fc840033e46ba890b62b61a	text	sb3831	pyaretoons-chat	Sharam karo yaar..apni mum aur behno ko gaaliyan suna kar kya de rahe ho unhe?? come on friends!! please stop please		web://202.164.36.220	1374058775143
05c8b05f1338a579b014c308e7cbec2f	text	sb9179	pyaretoons-chat	nvi		web://115.253.132.14	1374429543852
05d3573f8b6152257eb35c94a1c6fa05	text	whassup	pyaretoons-chat	hello frnd		web://106.220.52.206	1374036029047
05f490c4084e7900a97e157a76176652	text	sb7955	pyaretoons-chat	mai yuhi padh leta hu kabhi kabhi		web://117.254.7.114	1374820399218
060276959a20700332362ee3539c58a1	text	sb2325	pyaretoons-chat	haha ! sahi hai .. 		web://122.167.169.38	1375105070147
0615bdfe7ccc95a7d97ff5edbfa9b9db	text	sb5877	pyaretoons-chat	kk		web://14.98.199.247	1374077552569
0617e828b38ee1e35d165e41afffc73e	text	RAJ	pyaretoons-chat	who is wakadoki ?		web://115.111.247.194	1374165459067
06255ac797c9915923fa40293ef76f57	text	sb2686	pyaretoons-chat	Hi everyone		web://117.192.42.15	1374120295325
064b8e105ba77a4735b9e5c404d600fd	text	sb891	pyaretoons-chat	abhiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii		web://110.227.137.251	1375009335081
0663df8466604d6907c7a52686a5d3ba	text	sb8662	pyaretoons-chat	ku ku ku ki		web://106.66.221.215	1375008587788
06733e110c749c404ea317ea254df519	text	sb4428	pyaretoons-chat	.......		web://106.78.183.19	1374086261454
068358e80d90b815fe79f7384d971fa6	text	sb8424	pyaretoons-chat	is suman saurabh available here		web://108.162.225.194	1374341384956
069a13a67e88b507b4b99d296a4660cd	text	sb625	pyaretoons-chat	yaa 		web://119.226.248.154	1374072550534
06a568b004d9cd372faf8a8108123712	text	s	pyaretoons-chat	student		web://101.61.195.48	1374229104047
06a65ea255fb7a1024c46b891866a2f9	text	sb8277	pyaretoons-chat	tumari ma ki chud   me hathi ka lauda		web://49.249.121.184	1374176212894
06ada14334f5a32af459aa532e9c103a	text	sb3561	pyaretoons-chat	who r u		web://121.247.55.237	1374921999411
06b9fa893c024ef2749e6c11bfe508a0	text	sb6738	pyaretoons-chat	hjbhkjluuiu		web://49.249.136.128	1374061725199
06dd69292af6f245431ee83a10c3c175	text	sb9644	pyaretoons-chat	saaaaaaaaaaaaaaaaaaaaaaaaa		web://124.253.134.31	1374431204683
06e18957c822f173d004ac1b2875c62d	text	sb2655	pyaretoons-chat	gumnaam galio k badshah		web://182.19.5.3	1374914973437
072116d1b19f8ed490d7094169c21140	text	sb2937	pyaretoons-chat	kya hua\\		web://108.162.225.68	1374221049079
07216781f2b2e71a1cf589543be2ab8a	text	sb5078	pyaretoons-chat	hiiiiii		web://117.207.192.142	1374481424445
0746908bce30af6fd2235b3498820bed	text	nisha	pyaretoons-chat	maya chod ka gb road pa baitha dea ga 		web://103.14.124.59	1374514548714
076889bb64926a8f8b4e7534a8092f1e	text	sb4965	pyaretoons-chat	training & skills development		web://49.202.239.95	1374997868527
0772f74b4a962fda0deba688d6dbcd3a	text	sb9059	pyaretoons-chat	manish ki maisha		web://182.73.49.194	1375113122763
0774a9e934c53be200526c4bf3719af6	text	payal	pyaretoons-chat	any comic about ram rahim		web://108.162.222.118	1375266326258
0785f6a240a1554843d97630161434cd	text	sb225	pyaretoons-chat	call karo or sex karo 		web://122.177.251.192	1374479258508
078ff7d229f11baf819c7e92effe2afa	text	sb2073	pyaretoons-chat	dosto kaise ho		web://117.201.49.248	1374297437525
07d0acce3bc4384e94ea67c664f69165	text	sb7669	pyaretoons-chat	le le le le 		web://182.19.5.3	1374663675391
07ddcec0cb3d70f4b8e295c4963581f6	text	sb9690	pyaretoons-chat	lub u all.............!		web://124.253.172.170	1374488623381
0804b40ddb85f4afb7a3f61b9ca3d371	text	sb8613	pyaretoons-chat	a		web://124.253.101.42	1374145049569
08090cef24436fa4afda23f0e29e5fd4	text	sb4682	pyaretoons-chat	in which comic he get to know about his parents		web://124.253.251.17	1375034464504
081d77dfb70f3824dae8519e8240d49a	text	sb71	pyaretoons-chat	maa chod denge samjhe..		web://115.248.154.196	1374058026161
0826cff73fec1e4f81a9e838483afd5e	text	sb3141	pyaretoons-chat	yeeeeeeeeeeeeeeeeeee		web://14.98.228.195	1374063993740
085c1a1ca49fddfe73efa72508f5212d	text	sb3310	pyaretoons-chat	oye ya to chat ko active karo ya clsoe karo :P		web://117.205.9.86	1375220908200
08752d85f5728738bd6bf0968491e9d4	text	sb4383	pyaretoons-chat	simi		web://14.140.175.10	1374905843182
0876abf2f7e3ebc4ee1d5b87c128b683	text	sb6738	pyaretoons-chat	khjjkljhhj		web://49.249.136.128	1374061728922
088743344027321e846c0a458e3c8e71	text	sb5712	pyaretoons-chat	oooooooooooo		web://112.110.49.187	1374337650141
08cda29ac099e499fd37410a1f7b9141	text	sb5598	pyaretoons-chat	yes		web://173.245.62.136	1375173867177
08cfc31d6f09b039bd650602372a6701	text	sb4383	pyaretoons-chat	f, 22		web://14.140.175.10	1374906015335
08e085cb7d7f5f8e367c7e3d38c6a387	text	suro	pyaretoons-chat	mein tera baap hoon. tu jo bhi bolega tere upar hi ayega		web://14.99.81.134	1374915777777
08e4fbde40fb1b59ecc3a484745c45ce	text	sb8856	pyaretoons-chat	my name is sweety		web://122.176.11.116	1374478682973
09070c4767fcfc3253daf6599b0d26cc	text	sb5154	pyaretoons-chat	hello		web://101.0.42.235	1374083839947
0933e4b53b2d326233a17714a796e804	text	sb5289	pyaretoons-chat	ok		web://49.249.136.128	1374054319368
0935ce45d96d39fbac7b97e3fee0be40	text	sb1062	pyaretoons-chat	FELLAS		web://14.139.196.2	1375005789811
093cd0eb035adf8e160244f51ecd1a51	text	sb7264	pyaretoons-chat	hey		web://101.211.228.214	1374309095791
093ec57e726cdf3f5034383e3e1a36a5	text	ssss	pyaretoons-chat	1111		web://49.249.136.41	1374043566370
094340d4fe250a4c9dca490f1c3630e9	text	suro	pyaretoons-chat	tu khud apna phata		web://14.99.81.134	1374915749628
095ffcf214f3e7369d017b9da360a092	text	sb9811	pyaretoons-chat	HI		web://115.184.189.15	1374855952489
098540171058144698dccf1082366d35	text	sb8159	pyaretoons-chat	haramkhoro		web://122.168.217.169	1374488131669
09887a6c5127d983eaf2254d7f0e1189	text	sb743	pyaretoons-chat	bbbbbbbbbbeeeeeeeeeeeee		web://49.249.97.68	1374235072171
098fd154ad826cbaad9fb6101aae50be	text	sb2944	pyaretoons-chat	main bhi comics hi padh raha tha		web://123.252.143.54	1374138822405
09a3ee6e672afcf975f30021829cc76e	text	Rahul Nambiar	pyaretoons-chat	does anyone one where i can find DINGA comics?		web://125.18.6.210	1375267788391
09b10d4c293de704ea3012b11678ce22	text	sb2655	pyaretoons-chat	 ya sab k sab so gaye		web://182.19.5.3	1374915112836
09bb70e57562579fbad040a9cd237c35	text	harish	pyaretoons-chat	hello		web://122.172.223.33	1374911482460
09bc4d54a958a9a5be86c456c18b2c3c	text	sb8949	pyaretoons-chat	tum ho hi lnd lene ke kabil		web://182.19.5.3	1374216668467
09c3f2740787b5cb8f685a265e982f7e	text	sb6081	pyaretoons-chat	Hello!		web://123.236.193.52	1374049693102
09c8e25076c21c4ce2513365f63ff251	text	sb1524	pyaretoons-chat	sale lnd k pakode		web://182.19.5.3	1375272891915
09d0f45ec8d909d67620cae9de22fe84	text	sb9928	pyaretoons-chat	means		web://106.205.255.239	1374056914086
09e3642d96730fde23707795107d11e0	text	sb1850	pyaretoons-chat	hi		web://122.173.253.253	1374820243860
09e9aef9be5832da38613c32813f6f91	text	sb6799	pyaretoons-chat	m		web://117.224.211.133	1374037689267
09fd6f19879e26c03e5dcd8ce6142597	text	nisha	pyaretoons-chat	byeeeeeeee		web://59.161.65.98	1375113385754
0a0fa0e0a2b67beeaf70d41e77ff8a45	text	sb1951	pyaretoons-chat	i am fine		web://117.242.176.31	1374042800265
0a1a5ff7e9ab27f0b5f7efa8df2fb843	text	sb2848	pyaretoons-chat	tumhare ghar ka		web://27.97.181.42	1374083926011
0a25608b601690addb0bfaae30a54f7c	text	govinda	pyaretoons-chat	dam dam diga diga mosam biga biga		web://182.19.5.3	1374128926957
0a3c3fd212114dbcae4f814990cba2ea	text	sb3561	pyaretoons-chat	same here		web://121.247.55.237	1374922501614
0a5d033bba9a84000447cfe02f3eba61	text	govinda	pyaretoons-chat	grrrrrrrrrrrrrr		web://182.19.5.3	1374128438797
0a640a33db2e74d827dc47101abbfe44	text	Abhinav	pyaretoons-chat	Gr8 . by this we will be able to know each other 		web://117.192.54.66	1374049854712
0a64a8900d72431b083d6749a6c3cf11	text	sb8832	pyaretoons-chat	hello		web://103.22.201.242	1374229402113
0a6d9bd7ccb4221f08d35a38d7058aaa	text	sb8777	pyaretoons-chat	masti ftak		web://182.19.5.3	1374750857491
0a71a36b0c2e621e880f6e4d5e79a16e	text	TERI MAA KI CHUT	pyaretoons-chat	TO ACCHI BAAT		web://122.163.207.201	1374060984219
0a74ac836585b83885599e921414325b	text	nisha	pyaretoons-chat	want u impresed me		web://59.161.65.98	1375113316658
0a8339b8873b048c573cb839d51e429d	text	sb1698	pyaretoons-chat	hiiiii		web://121.245.183.234	1374227701363
0a8e794951edc0a8e310fa48d14ef5a3	text	kkkkk	pyaretoons-chat	r u der		web://49.202.239.95	1374996951766
0ab84c97fcd4d27eddebc8fc07b282f9	text	sb5530	pyaretoons-chat	yes		web://101.63.171.220	1374344411368
0ac0e37d9a73b4b788290ed4b17ae718	text	sb2655	pyaretoons-chat	matlab		web://182.19.5.3	1374915562872
0ac250b09d4dfbd72f043c0d96bf6188	text	sb5417	pyaretoons-chat	gud evening		web://115.249.17.52	1375119275814
0ae70968275e1d4cf78cdb0785a503de	text	sb438	pyaretoons-chat	hi		web://123.236.34.46	1374480434921
0ae9f92f4f23c953d92ca8ae1051aed7	text	sb225	pyaretoons-chat	qki mujhe sex karne ki jaldi hai 		web://122.177.251.192	1374479070578
0af01860979cc8b72f86eead5a08beaf	text	sb3903	pyaretoons-chat	arre yar		web://106.76.134.14	1374083350539
0affcee05c19657a23fd61a0ad12ce62	text	sb2141	pyaretoons-chat	SARVANAYAK KA COMICS NAHI HAI KYA		web://117.199.56.93	1374055226427
0b012e84387d394f47fd12cd79d078fb	text	sb1698	pyaretoons-chat	which comics u r reading guys?		web://121.245.183.234	1374227782436
0b1511a9479a5087bad1cc0fe04593da	text	sb2876	pyaretoons-chat	Deepak		web://59.161.28.236	1374342490799
0b1c10cc838cfc86ffd1d269a4711d76	text	sb2258	pyaretoons-chat	i mean...kaunse characters banate ho???		web://116.203.193.79	1374158454122
0b6304eb3e5d1b544dffd8c50bb04def	text	sb3067	pyaretoons-chat	hi		web://101.215.145.9	1374078972960
0b6c503b331d4b112a81456591a04fe1	text	sb7006	pyaretoons-chat	sale		web://103.14.124.130	1374057125641
0b756c04065ced36d3f2bf291be31835	text	sb2355	pyaretoons-chat	What's your name 9832		web://14.99.216.175	1374832652298
0b83b71412316394fe50d65433145e2c	text	sb4522	pyaretoons-chat	paida hote hi iski maa kab choda hamne...		web://117.239.38.185	1374059494608
0b9825c5e9eed73d7df5e04add3cf84d	text	damodar patilil	pyaretoons-chat	good		web://182.19.5.3	1374751522795
0bbf748e9ecd0127505acfaea01a3117	text	RJ	pyaretoons-chat	:O		web://101.221.50.171	1374340890595
0bd95e3a6727085e67dbce4b5b53e33e	text	sb1897	pyaretoons-chat	g35g		web://115.185.231.223	1374150830130
0be85328a02aed69bc66197511a9d7ed	text	sb225	pyaretoons-chat	to mere sath khelegi tu sex game 		web://122.177.251.192	1374478880324
0c2431eec2f3013015688d0f2fd19960	text	sb3310	pyaretoons-chat	@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@		web://117.205.9.86	1375220924014
0c55cc2c4acc1c991d776bfa33aa4784	text	whassup	pyaretoons-chat	sssssssssssss		web://171.60.68.51	1374035297788
0c720c96d01a5a529df3dfc757b4df41	text	sb4965	pyaretoons-chat	hmm		web://49.202.239.95	1374997521207
0ca6d645d498b5cf9484258090363ed7	text	sb1178	pyaretoons-chat	hii		web://124.253.20.24	1374175813006
0cfe03b0f208c90007172c16ce02710d	text	sb4965	pyaretoons-chat	BCL??		web://49.202.239.95	1374997699494
0d00398200e64b330207610a19b47d63	text	sb7864	pyaretoons-chat	nothing main polytechnic kr rha hu. bor ho rha tha tho socha kisi se chat  ho jaye		web://117.222.224.26	1374065421609
0d0a5d0f30928fd32f46d3d4fa73f531	text	sb5078	pyaretoons-chat	r u there		web://117.207.192.142	1374481494303
0d11a76ddfccc802fe5b26f1660b91b1	text	sb8895	pyaretoons-chat	apne chud me ungli daal rahi he lagta he seema		web://49.249.120.139	1374220567188
0d23d7bb9612dea758b5be47e2cfda10	text	sb9763	pyaretoons-chat	hiiii		web://115.185.98.94	1374648629660
0d361a808bcf412b5992740ea29dcae0	text	sb6785	pyaretoons-chat	from delhi		web://120.56.209.183	1374132826253
0d49229222148fa3e9d4391319d46c9a	text	sb2358	pyaretoons-chat	??		web://123.237.120.207	1375090295658
0d5a75ede264c7825637ad47ba7afe8f	text	sb9060	pyaretoons-chat	hello		web://182.68.187.92	1374083155903
0d67414fda6d42dcee8b502534d22d5e	text	sb1660	pyaretoons-chat	whats up		web://124.253.58.107	1374082057680
0d9b457c37cd3f03cf6388a8d8eb95a9	text	( karan )	pyaretoons-chat	lnd lega kya		web://182.19.5.3	1374054706514
0daba133dd2029ef153c3b900bf2cc82	text	sb7669	pyaretoons-chat	fetek teri		web://182.19.5.3	1374663729596
0daf474356d2d55acb670b9d9cad34be	text	sb9084	pyaretoons-chat	if you do not do so, your purpose of introducing chat is going to be useless as when there is such continuous abusive language then any decent user will keep chat window minimized.		web://117.212.32.141	1374865479922
0dc04be1772b79fe2a2c4d46181eed7b	text	sb4517	pyaretoons-chat	tu bhi to aa gaya bade chutiyeeee		web://182.68.228.133	1374046692204
0dc71f82ff95e8dded8da93ccbadd3f7	text	sb1524	pyaretoons-chat	tu bhej or rate bata		web://182.19.5.3	1375273184041
0e04b9ad7c81631733f987ad0d61ba96	text	sb2848	pyaretoons-chat	koi toh rok lo		web://27.97.181.42	1374084200721
0e1789c161e71cbb2e87af6410b0b780	text	sb9652	pyaretoons-chat	good one sb6494		web://117.239.5.180	1374046217508
0e25307c49976ec89dc299015e7db9e9	text	nisha	pyaretoons-chat	d't cross the lebel		web://59.161.65.98	1375113720552
0e26623727d7933b3d4dd408dbbfb666	text	sb2900	pyaretoons-chat	be chhakke chudke		web://115.118.254.164	1375279381898
0e2839e2034f1813e33d128a97c47b98	text	sb9105	pyaretoons-chat	tumari maa bahen chod dalunga behanchodo		web://49.249.137.223	1374215971600
0e697bddaf72da66278da089c17badd4	text	sb9380	pyaretoons-chat	lagta h tunne apni maa ki dekhi h chut....		web://106.205.255.239	1374057669005
0e7492b3f0a107cb9bdeca6bde3f5afe	text	sb9060	pyaretoons-chat	im frm delhi		web://182.68.187.92	1374083220173
0e79ab360964f8d2db3c94fc364f83ed	text	vishal	pyaretoons-chat	hello		web://182.19.5.3	1374051306443
0e876599aeeb93735e1badf096bea096	text	sb7669	pyaretoons-chat	tujane na		web://182.19.5.3	1374663872732
0e9fbb7e8c472c6720cbe66d1b383ce3	text	sb3973	pyaretoons-chat	88888888888888887777777777777		web://121.245.162.157	1374255749165
0ea0dd2b57f449a29a90b180335ac192	text	sb3255	pyaretoons-chat	great comic		web://182.68.178.168	1374315014174
0ebc5bc72a34466aec64821e61de549e	text	sb8125	pyaretoons-chat	Hey I just heard that Raj comics is the only publisher still active		web://122.172.4.179	1375174741267
0ebe3d33f80ab180afff2aa142f035d9	text	sb7506	pyaretoons-chat	 Bali kuthar is link se download ho jayegi http://www.mediafire.com/?tahprax9bb4988a		web://59.177.17.63	1374068533080
0ecf2506bc4ddcddd3799261b67687f8	text	sb2876	pyaretoons-chat	hi		web://59.161.28.236	1374342301170
0ed64a09d4bf131dfde629d3cebcef7c	text	sb8070	pyaretoons-chat	hi		web://112.196.14.173	1375168458323
0ee2f56a6b0b44267a2caab4dad44b00	text	( karan )	pyaretoons-chat	sunne ka re		web://182.19.5.3	1374053372128
0efabdba3ed9e2276e67adcfd60eff1f	text	sb3709	pyaretoons-chat	paida hote hi maa chod dete hai..		web://115.248.154.196	1374059356492
0f14df862a2c19f1db84270ffb551e0d	text	sb6738	pyaretoons-chat	bjmnbvnhk		web://49.249.136.128	1374061667418
0f15c5001d3f4b799a26502c0068fa00	text	sb9060kya yaar 	pyaretoons-chat	ok		web://182.68.187.92	1374084333858
0f1c007cfb290b857970802688468f6a	text	( karan )	pyaretoons-chat	yess		web://182.19.5.3	1374054488403
0f5cf19e57e1c877e6daadd9d6700e34	text	sb6441	pyaretoons-chat	hi		web://49.14.137.114	1374423698340
0f6f6b28b01f253f0531c32c178ae74a	text	sb8613	pyaretoons-chat	saaaaaaaaaaaaaaaaa		web://124.253.101.42	1374145035261
0f71e8789622348750a16b84bb9cb106	text	anps	pyaretoons-chat	no ab nai ati		web://106.79.136.205	1374157120814
0f85626644bc5f652057a300bf664036	text	TERI MAA KI CHUT	pyaretoons-chat	GANDU KI AULAAOD		web://122.163.207.201	1374060652652
0fc0aeea58798150972afad7f10ab861	text	sb8603	pyaretoons-chat	ki tere bina lagda ji..		web://115.248.154.196	1374058912356
0fc8af6fdaa0423cabf2f25f485049fb	text	sb8661	pyaretoons-chat	hi		web://122.162.161.89	1374153518691
0fde56839ec5fb0f9c48f8cb14997652	text	sb347	pyaretoons-chat	koi hai kya?]\\		web://117.207.119.249	1375184884699
0fe457458a75eca7121aa9286639a311	text	sb7669	pyaretoons-chat	hai koi meri alia bhutt		web://182.19.5.3	1374664311911
0ffd2960c30b2d2b58ff1813a500af79	text	Neeraj	pyaretoons-chat	sahi		web://49.249.108.199	1374050320411
101dda98c34ed67e045eb43960199539	text	sb9084	pyaretoons-chat	PYARETOONS ADMINISTRATOR- DO NOT ALLOW ANYONE TO CHAT WITHOUT SIGNING UP BECAUSE ATLEAST HALF OF USERS ARE TYPING ABUSIVE WORDS IN PALCE OF CHAT		web://117.212.32.141	1374865577081
10364c08efe31953f8ed7f6972d87859	text	sb7374	pyaretoons-chat	bmc		web://115.242.31.212	1374147591035
